Record_Time,AccelPedalOperationAccessSoft,AccelPedalOperationAccessSwing,AccelPedalPosition,AirbagDeployed,AirConditionerOn,AntilockBrakingSystemEngaged,AtmosphericPressure,AutomaticTransmissionShiftPosition,BatteryCurrentConsumption,BlowerFanSpeed,BrakeFluidHydraulicPressure,BrakeFluidLevelLow,BrakeLightOn,BrakePedalDepressed,BrakePedalOperationAccessSoft,BrakePedalOperationAccessSwing,CruiseControlActive,CruiseControlSettingSpeed,CurrentStageOfDriver,DefrostRearWindshieldOn,DistanceTravelledTotal,DoorOpenStatusDriver,DoorOpenStatusFuelFillerCap,DoorOpenStatusHood,DoorOpenStatusPassenger,DoorOpenStatusRearLeft,DoorOpenStatusRearRight,DoorOpenStatusTrunk,DriverIdentificationNumber,DrivingTime,ElectronicStabilityControlEngaged,EngineCoolantTemp,EngineOilLifeRemaining,EngineSpeed,EstimatedRangeRemaining,ExteriorTemperature,FrontDefroster,FrontFogLightOn,FrontLeftWheelSpeed,FrontRightWheelSpeed,FrontWiperStatus,FuelConfiguration,FuelEfficiencyInstant,FuelLevel,GearPosition,GpsAltitude,GpsDirection,GpsLatitude,GpsLongitude,HazardLightOn,HeadlightOn,HighbeamOn,IgnitionOffTime,IgnitionOnTime,LateralAcceleration,LeftTurnSignalOn,LevelOfCharge,LightStatus,LongitudinalAcceleration,MeanFuelEfficiencyDrive,Odometer,OdometerSinceRestart,OilLevelLow,ParkingBrakeOn,RearFogLightOn,RearLeftWheelSpeed,RearRightWheelSpeed,RightTurnSignalOn,SeatBeltDriverFastened,SeatBeltPassengerFastened,SteeringOperationAccessSoft,SteeringOperationAccessSwing,SteeringWheelAngle,SteeringWheelPosition,SteeringWheelRotationDirection,TaillightOn,TirePressureLow,TotalFuelConsumptionDrive,TractionControlSystemEngaged,TransmissionMode,TurnIndicatorStatus,VehicleIdentificationNumber,VehicleKeyPosition,VehicleSpeed,WasherFluidLevelLow,WorldManufacturerIdentifier,Yawrate
1000,0,0,0.0,0,0,0,104,1,0,0,-0.0193,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,0,0,87,100,698,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,-0.03,0,127,0,-0.03,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,1676.6,1,0,0,0,0.000,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,75.0
1100,0,0,0.0,0,0,0,104,1,1,0,-0.0193,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,0,0,87,100,788,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,-0.03,0,127,0,-0.03,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,1676.6,1,1,0,0,0.000,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,75.0
1200,0,0,0.0,0,0,0,104,1,4,0,-0.0193,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,0,0,87,100,856,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,-0.03,0,83,0,-0.03,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,1676.6,1,2,0,0,0.000,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,75.0
1300,0,0,0.0,0,0,0,104,1,8,0,-0.0193,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,0,0,87,100,868,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,-0.03,0,83,0,-0.03,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,1676.6,1,0,0,0,0.000,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,75.0
1400,0,0,0.0,0,0,0,104,1,11,0,-0.0193,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,0,0,87,100,862,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,-0.03,0,83,0,-0.03,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,1676.6,1,0,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,75.0
1500,0,0,0.0,0,0,0,104,1,14,0,-0.0193,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,0,0,87,100,846,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,-0.03,0,83,0,-0.03,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,1676.6,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,75.0
1600,0,0,0.0,0,0,0,104,1,16,0,-0.0193,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,0,0,87,100,798,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,-0.03,0,83,0,-0.03,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,1676.6,1,1,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,75.0
1700,0,0,0.0,0,0,0,104,1,19,0,7.1242,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,0,0,87,100,774,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.29,0,83,0,-0.48,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,1676.6,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
1800,0,0,0.0,0,0,0,104,1,21,0,7.1242,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,0,0,87,100,782,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.34,0,83,0,-0.46,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
1900,0,0,0.0,0,0,0,104,1,23,0,7.1242,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,0,0,87,100,778,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.31,0,83,0,-0.46,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,0,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
2000,0,0,0.0,0,0,0,104,1,25,0,7.1242,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,1,0,87,100,774,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.28,0,83,0,-0.46,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
2100,0,0,0.0,0,1,0,104,1,27,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,1,0,87,100,754,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.32,0,83,0,-0.47,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
2200,0,0,0.0,0,1,0,104,1,28,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,1,0,87,100,732,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.29,0,83,0,-0.51,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,1,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,-0.1
2300,0,0,0.0,0,1,0,104,1,29,0,7.1897,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,1,0,87,100,744,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.34,0,83,0,-0.46,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
2400,0,0,0.0,0,1,0,104,1,31,0,7.1897,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,1,0,87,100,750,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.29,0,83,0,-0.45,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,-0.1
2500,0,0,0.0,0,1,0,104,1,32,0,7.1897,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,1,0,87,100,754,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.29,0,83,0,-0.48,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,0,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,-0.1
2600,0,0,0.0,0,1,0,104,1,33,0,7.1897,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,1,0,87,100,754,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.32,0,83,0,-0.49,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,-0.1
2700,0,0,0.0,0,1,0,104,1,34,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,1,0,87,100,746,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.33,0,83,0,-0.45,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
2800,0,0,0.0,0,1,0,104,1,34,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,1,0,87,100,748,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.33,0,83,0,-0.45,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,0,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
2900,0,0,0.0,0,1,0,104,1,35,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,1,0,87,100,732,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.33,0,83,0,-0.48,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,-0.1
3000,0,0,0.0,0,1,0,104,1,36,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,2,0,87,100,732,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.30,0,83,0,-0.45,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
3100,0,0,0.0,0,1,0,104,1,36,0,7.1242,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,2,0,87,100,732,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.31,0,83,0,-0.42,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,0,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
3200,0,0,0.0,0,1,0,104,1,37,0,7.1242,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,2,0,87,100,708,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.26,0,83,0,-0.45,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,-0.1
3300,0,0,0.0,0,1,0,104,1,37,0,7.1242,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,2,0,87,100,704,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,0,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.32,0,83,0,-0.50,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
3400,0,0,0.0,0,1,0,104,0,38,0,7.1242,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,2,0,87,100,694,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,15,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.34,0,83,0,-0.51,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,1,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
3500,0,0,0.0,0,1,0,104,2,38,0,7.1242,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,2,0,87,100,686,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.29,0,83,0,-0.49,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
3600,0,0,0.0,0,1,0,104,2,38,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,2,0,87,100,688,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.32,0,83,0,-0.66,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,-0.1
3700,0,0,0.0,0,1,0,104,2,39,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,2,0,87,100,654,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.34,0,83,0,-0.48,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,0,0,0,0.001,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
3800,0,0,0.0,0,1,0,104,2,39,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,2,0,87,100,648,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.33,0,83,0,-0.58,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
3900,0,0,0.0,0,1,0,104,2,40,0,7.1897,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,2,0,87,100,644,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.30,0,83,1,-0.51,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
4000,0,0,0.0,0,1,0,104,2,40,0,7.1897,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,3,0,87,100,638,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.26,0,83,1,-0.46,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,0,0,0,0.001,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
4100,0,0,0.0,0,1,0,104,2,40,0,7.1897,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,3,0,87,100,642,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.32,0,83,1,-0.46,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,-0.1
4200,0,0,0.0,0,1,0,104,2,41,0,7.1897,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,3,0,87,100,640,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.32,0,83,1,-0.44,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.001,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
4300,0,0,0.0,0,1,0,104,2,41,0,7.1897,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,3,0,87,100,634,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.30,0,83,1,-0.43,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,0,0,0,0.001,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
4400,0,0,0.0,0,1,0,104,2,41,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,3,0,87,100,626,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.29,0,83,1,-0.40,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.002,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
4500,0,0,0.0,0,1,0,104,2,41,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,3,0,87,100,634,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.30,0,83,1,-0.37,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.002,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,0.0
4600,0,0,0.0,0,1,0,104,2,42,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,3,0,87,100,636,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.31,0,83,1,-0.56,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,0,0,0,0.002,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,-0.1
4700,0,0,0.0,0,1,0,104,2,42,0,7.1569,0,1,1,0,0,0,0,1,0,0.0000,2,2,2,2,2,2,2,0,3,0,87,100,640,0.0000,0,0,1,0.000,0.000,0,1,0.000,40.5,14,11.409788,140.791824,47.533350,-122.216534,0,0,0,0,3405,0.28,0,83,1,-0.51,0.00,1202,0.0,0,0,0,0.000,0.000,0,1,1,0,0,94.3,1,2,0,0,0.002,0,2,0,JM1BM1M34F1227489,2,0.000,0,JM1,-0.1
