Record_Time,AccelPedalOperationAccessSoft,AccelPedalOperationAccessSwing,AccelPedalPosition,AirbagDeployed,AirConditionerOn,AntilockBrakingSystemEngaged,AtmosphericPressure,AutomaticTransmissionShiftPosition,BatteryCurrentConsumption,BlowerFanSpeed,BrakeFluidHydraulicPressure,BrakeFluidLevelLow,BrakeLightOn,BrakePedalDepressed,BrakePedalOperationAccessSoft,BrakePedalOperationAccessSwing,CruiseControlActive,CruiseControlSettingSpeed,CurrentStageOfDriver,DefrostRearWindshieldOn,DistanceTravelledTotal,DoorOpenStatusDriver,DoorOpenStatusFuelFillerCap,DoorOpenStatusHood,DoorOpenStatusPassenger,DoorOpenStatusRearLeft,DoorOpenStatusRearRight,DoorOpenStatusTrunk,DriverIdentificationNumber,DrivingTime,ElectronicStabilityControlEngaged,EngineCoolantTemp,EngineOilLifeRemaining,EngineSpeed,EstimatedRangeRemaining,ExteriorTemperature,FrontDefroster,FrontFogLightOn,FrontLeftWheelSpeed,FrontRightWheelSpeed,FrontWiperStatus,FuelConfiguration,FuelEfficiencyInstant,FuelLevel,GearPosition,GpsAltitude,GpsDirection,GpsLatitude,GpsLongitude,HazardLightOn,HeadlightOn,HighbeamOn,IgnitionOffTime,IgnitionOnTime,LateralAcceleration,LeftTurnSignalOn,LevelOfCharge,LightStatus,LongitudinalAcceleration,MeanFuelEfficiencyDrive,Odometer,OdometerSinceRestart,OilLevelLow,ParkingBrakeOn,RearFogLightOn,RearLeftWheelSpeed,RearRightWheelSpeed,RightTurnSignalOn,SeatBeltDriverFastened,SeatBeltPassengerFastened,SteeringOperationAccessSoft,SteeringOperationAccessSwing,SteeringWheelAngle,SteeringWheelPosition,SteeringWheelRotationDirection,TaillightOn,TirePressureLow,TotalFuelConsumptionDrive,TractionControlSystemEngaged,TransmissionMode,TurnIndicatorStatus,VehicleIdentificationNumber,VehicleKeyPosition,VehicleSpeed,WasherFluidLevelLow,WorldManufacturerIdentifier,Yawrate
3100,0,0,0,0,0,0,104,1,0,0,-0.0193,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,0,0,0,0,1,0,0,0,1,0,40.5,0,18.538701,22.838341,47.533982,-122.216229,0,0,0,0,3405,-0.03,0,127,0,-0.03,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,2,0,0,0,0,1,0,JM1BM1M34F1227489,3,0,0,JM1,75
3200,0,0,0,0,0,0,104,1,0,0,-0.0193,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,0,0,0,0,1,0,0,0,1,0,40.5,0,18.538701,22.838341,47.533982,-122.216229,0,0,0,0,3405,-0.03,0,127,0,-0.03,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,0,0,0,0,0,1,0,JM1BM1M34F1227489,3,0,0,JM1,75
3300,0,0,0,0,0,0,104,1,0,0,-0.0193,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,0,0,0,0,1,0,0,0,1,0,40.5,0,18.538701,22.838341,47.533982,-122.216229,0,0,0,0,3405,-0.03,0,127,0,-0.03,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,0,0,0,0,0,1,0,JM1BM1M34F1227489,3,0,0,JM1,75
3400,0,0,0,0,0,0,104,1,0,0,-0.0193,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,428,0,0,0,1,0,0,0,1,0,40.5,0,18.538701,22.838341,47.533982,-122.216229,0,0,0,0,3405,-0.03,0,127,0,-0.03,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,2,0,0,0,0,1,0,JM1BM1M34F1227489,3,0,0,JM1,75
3500,0,0,0,0,0,0,104,1,0,0,-0.0193,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,698,0,0,0,1,0,0,0,1,0,40.5,0,18.538701,22.838341,47.533982,-122.216229,0,0,0,0,3405,-0.03,0,127,0,-0.03,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,0,0,0,0,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,75
3600,0,0,0,0,0,0,104,1,1,0,-0.0193,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,788,0,0,0,1,0,0,0,1,0,40.5,0,18.538701,22.838341,47.533982,-122.216229,0,0,0,0,3405,-0.03,0,127,0,-0.03,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,1,0,0,0,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,75
3700,0,0,0,0,0,0,104,1,4,0,-0.0193,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,856,0,0,0,1,0,0,0,1,0,40.5,0,18.538701,22.838341,47.533982,-122.216229,0,0,0,0,3405,-0.03,0,83,0,-0.03,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,2,0,0,0,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,75
3800,0,0,0,0,0,0,104,1,8,0,-0.0193,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,868,0,0,0,1,0,0,0,1,0,40.5,0,18.538701,22.838341,47.533982,-122.216229,0,0,0,0,3405,-0.03,0,83,0,-0.03,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,0,0,0,0,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,75
3900,0,0,0,0,0,0,104,1,11,0,-0.0193,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,862,0,0,0,1,0,0,0,1,0,40.5,0,18.538701,22.838341,47.533982,-122.216229,0,0,0,0,3405,-0.03,0,83,0,-0.03,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,0,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,75
4000,0,0,0,0,0,0,104,1,14,0,-0.0193,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,846,0,0,0,1,0,0,0,1,0,40.5,0,18.402652,33.195755,47.534043,-122.216151,0,0,0,0,3405,-0.03,0,83,0,-0.03,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,75
4100,0,0,0,0,0,0,104,1,16,0,-0.0193,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,798,0,0,0,1,0,0,0,1,0,40.5,0,18.402652,33.195755,47.534043,-122.216151,0,0,0,0,3405,-0.03,0,83,0,-0.03,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,1,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,75
4200,0,0,0,0,0,0,104,1,19,0,7.1242,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,774,0,0,0,1,0,0,0,1,0,40.5,0,18.402652,33.195755,47.534043,-122.216151,0,0,0,0,3405,0.29,0,83,0,-0.48,0,1202,0,0,0,0,0,0,0,1,1,0,0,1676.6,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,0
4300,0,0,0,0,0,0,104,1,21,0,7.1242,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,782,0,0,0,1,0,0,0,1,0,40.5,0,18.402652,33.195755,47.534043,-122.216151,0,0,0,0,3405,0.34,0,83,0,-0.46,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,0
4400,0,0,0,0,0,0,104,1,23,0,7.1242,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,87,100,778,0,0,0,1,0,0,0,1,0,40.5,0,18.402652,33.195755,47.534043,-122.216151,0,0,0,0,3405,0.31,0,83,0,-0.46,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,0,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,0
4500,0,0,0,0,0,0,104,1,25,0,7.1242,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,87,100,774,0,0,0,1,0,0,0,1,0,40.5,0,18.402652,33.195755,47.534043,-122.216151,0,0,0,0,3405,0.28,0,83,0,-0.46,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,0
4600,0,0,0,0,1,0,104,1,27,0,7.1569,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,87,100,754,0,0,0,1,0,0,0,1,0,40.5,0,18.402652,33.195755,47.534043,-122.216151,0,0,0,0,3405,0.32,0,83,0,-0.47,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,0
4700,0,0,0,0,1,0,104,1,28,0,7.1569,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,87,100,732,0,0,0,1,0,0,0,1,0,40.5,0,18.402652,33.195755,47.534043,-122.216151,0,0,0,0,3405,0.29,0,83,0,-0.51,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,1,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,-0.1
4800,0,0,0,0,1,0,104,1,29,0,7.1897,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,87,100,744,0,0,0,1,0,0,0,1,0,40.5,0,18.402652,33.195755,47.534043,-122.216151,0,0,0,0,3405,0.34,0,83,0,-0.46,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,0
4900,0,0,0,0,1,0,104,1,31,0,7.1897,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,87,100,750,0,0,0,1,0,0,0,1,0,40.5,0,18.402652,33.195755,47.534043,-122.216151,0,0,0,0,3405,0.29,0,83,0,-0.45,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,-0.1
5000,0,0,0,0,1,0,104,1,32,0,7.1897,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,87,100,754,0,0,0,1,0,0,0,1,0,40.5,0,18.579897,35.788185,47.534115,-122.216065,0,0,0,0,3405,0.29,0,83,0,-0.48,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,0,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,-0.1
5100,0,0,0,0,1,0,104,1,33,0,7.1897,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,87,100,754,0,0,0,1,0,0,0,1,0,40.5,0,18.579897,35.788185,47.534115,-122.216065,0,0,0,0,3405,0.32,0,83,0,-0.49,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,-0.1
5200,0,0,0,0,1,0,104,1,34,0,7.1569,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,87,100,746,0,0,0,1,0,0,0,1,0,40.5,0,18.579897,35.788185,47.534115,-122.216065,0,0,0,0,3405,0.33,0,83,0,-0.45,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,0
5300,0,0,0,0,1,0,104,1,34,0,7.1569,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,87,100,748,0,0,0,1,0,0,0,1,0,40.5,0,18.579897,35.788185,47.534115,-122.216065,0,0,0,0,3405,0.33,0,83,0,-0.45,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,0,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,0
5400,0,0,0,0,1,0,104,1,35,0,7.1569,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,87,100,732,0,0,0,1,0,0,0,1,0,40.5,0,18.579897,35.788185,47.534115,-122.216065,0,0,0,0,3405,0.33,0,83,0,-0.48,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,-0.1
5500,0,0,0,0,1,0,104,1,36,0,7.1569,0,1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,2,0,87,100,732,0,0,0,1,0,0,0,1,0,40.5,0,18.579897,35.788185,47.534115,-122.216065,0,0,0,0,3405,0.3,0,83,0,-0.45,0,1202,0,0,0,0,0,0,0,1,1,0,0,94.3,1,2,0,0,0.001,0,1,0,JM1BM1M34F1227489,2,0,0,JM1,0
